topic,word_id,word,meaning,romanization
korean_topik_5,k_2970,뺨,Cheek,ppyam
korean_topik_5,k_2971,사방,The four directions,sabang
korean_topik_5,k_2972,살림,"living,livelihood",sallim
korean_topik_5,k_2973,실현,"realization,materialization",silhyeon
korean_topik_5,k_2974,아냐,"No, that’s not the case",anya
korean_topik_5,k_2975,연예인,"A performer, an entertainer",yeonyein
korean_topik_5,k_2976,영원히,Forever,yeongwonhi
korean_topik_5,k_2977,월급,Monthly salary,wolgeup
korean_topik_5,k_2978,유행,"Fashion, vogue",yuhaeng
korean_topik_5,k_2979,이내,"soon,right away",inae
korean_topik_5,k_2980,이리,"This way, this direction",iri
korean_topik_5,k_2981,제발,"kindly,please",jebal
korean_topik_5,k_2982,차츰,"gradually,step by step",chacheum
korean_topik_5,k_2983,투표,"vote,voting",tupyo
korean_topik_5,k_2984,파괴하다,"Destruction, demolition",pagoehada
korean_topik_5,k_2985,하느님,God,haneunim
korean_topik_5,k_2986,해당되다,To be applied/applicable under,haedangdoeda
korean_topik_5,k_2987,홀로,"Alone, by oneself",hollo
korean_topik_5,k_2988,가까이,Close,gakkai
korean_topik_5,k_2989,가득하다,To fill,gadeukhada
korean_topik_5,k_2990,각자,Each one or  every one,gakja
korean_topik_5,k_2991,감히,Daringly or  boldly,gamhi
korean_topik_5,k_2992,강요하다,Insist on6000 Most Common Korean Words – 2,gangyohada
korean_topik_5,k_2993,개미,Ant,gaemi
korean_topik_5,k_2994,관습,Custom or  usage,gwanseup
korean_topik_5,k_2995,광경,A spectacle or a sight in 3-d and uncut (compare 관광 tourism),gwanggyeong
korean_topik_5,k_2996,금세,In a moment or  at once,geumse
korean_topik_5,k_2997,낮추다,"Lower, make low",natchuda
korean_topik_5,k_2998,내주다,Take out and give away,naejuda
korean_topik_5,k_2999,명의,"name,title",myeongui
korean_topik_5,k_3000,물고기,Fish,mulgogi
korean_topik_6,k_3001,물러나다,"Fall back, to pull back, to pull back your position",mulleonnada
korean_topik_6,k_3002,밀접하다,"Be close,intimate with",miljeopada
korean_topik_6,k_3003,부탁,"request,favor",butak
korean_topik_6,k_3004,분량,"quantity,measure",bullyang
korean_topik_6,k_3005,불과,"Only, not more than",bulgwa
korean_topik_6,k_3006,뻔하다,"Be clear,evident",ppeonhada
korean_topik_6,k_3007,상자,"A box,case",sangja
korean_topik_6,k_3008,새해,A new year,saehae
korean_topik_6,k_3009,소박하다,"simple, naive, ingenuous",sobakhada
korean_topik_6,k_3010,수없이,Be unable to do,sueopsi
korean_topik_6,k_3011,승진,"promotion,advancement",seungjin
korean_topik_6,k_3012,양,"Both, two",yang
korean_topik_6,k_3013,얼음,Ice,eoreum
korean_topik_6,k_3014,열매,Fruit,yeolmae
korean_topik_6,k_3015,적히다,"To be recorded,written down",jeokhida
korean_topik_6,k_3016,점수,"marks,the number of marks",jeomsu
korean_topik_6,k_3017,제한되다,"To be restricted,limited",jehandoeda
korean_topik_6,k_3018,지속되다,"Be lasting a long time, be continous",jisokdoeda
korean_topik_6,k_3019,쫓기다,"To be chased, be driven",jjotgida
korean_topik_6,k_3020,쭉,All the time,jjuk
korean_topik_6,k_3021,통장,A bankbook (check register),tongjang
korean_topik_6,k_3022,평가되다,To be appraised,pyeonggadoeda
korean_topik_6,k_3023,하도,"Too much, excessively",hado
korean_topik_6,k_3024,한창,"The height, summit , the top",hanchang
korean_topik_6,k_3025,해안,"The seashore, the coast",haean
korean_topik_6,k_3026,호박,Pumpkin,hobak
korean_topik_6,k_3027,흑인,A Negro,heugin
korean_topik_6,k_3028,간,Liver,gan
korean_topik_6,k_3029,갇히다,Be confined or  shut up,gachida
korean_topik_6,k_3030,결심하다,To resolve or  be determined,gyeolsimhada
korean_topik_6,k_3031,경기장,Sports stadium or  a sports field,gyeonggijang
korean_topik_6,k_3032,고장,Broken,gojang
korean_topik_6,k_3033,근로,Labor or  exertion,geullo
korean_topik_6,k_3034,눈동자,The pupil,nundongja
korean_topik_6,k_3035,늦다,"Be late, overdue",neutda
korean_topik_6,k_3036,닥치다,Shut the mouth!,dakhida
korean_topik_6,k_3037,도시락,Lunchbox lunch,dosirak
korean_topik_6,k_3038,몸짓,A gesture,momjit
korean_topik_6,k_3039,부담하다,"bear,shoulder a responsibility",budamhada
korean_topik_6,k_3040,부회장,A vice president,buhoijang
korean_topik_6,k_3041,빼앗다,"Snach, take away from",ppaeatda
korean_topik_6,k_3042,삼키다,Swallow,samkida
korean_topik_6,k_3043,성실하다,Be ripe,seongsilhada
korean_topik_6,k_3044,스튜디오,Studio,seutyudio
korean_topik_6,k_3045,실제,"The truth, a fact",silje
korean_topik_6,k_3046,요새,"recently,lately",yose
korean_topik_6,k_3047,이상적,Abnormal,isangjeok
korean_topik_6,k_3048,일쑤,Habitual practice,ilssu
korean_topik_6,k_3049,일체,"All, everything,the whole",ilche
korean_topik_6,k_3050,자꾸만,Repeatedly (emphasized),jakkuman
korean_topik_6,k_3051,잦다,"Be frequent, incessant",jatda
korean_topik_6,k_3052,절망,"despair,hopelessness",jeolmang
korean_topik_6,k_3053,접다,Fold up,jeopda
korean_topik_6,k_3054,제시되다,To be presented,jesidoeda
korean_topik_6,k_3055,주방,"A kitchen, a cookroom",jubang
korean_topik_6,k_3056,진출하다,"Penetrate into, advance",jinjulhada
korean_topik_6,k_3057,짜증,Annoyance,jjajeung
korean_topik_6,k_3058,첫날,The first day,cheotnal
korean_topik_6,k_3059,통과하다,Passage through,tonggwahada
korean_topik_6,k_3060,투명하다,"To be transparent, clear",tumyeonghada
korean_topik_6,k_3061,확산되다,To get diffused,hwaksandoeda
korean_topik_6,k_3062,경력,one’s personal history,gyeongryeok
korean_topik_6,k_3063,고통스럽다,Be painful or  torment,gotongseureopda
korean_topik_6,k_3064,곤란하다,Difficulty or  trouble,gollanhada
korean_topik_6,k_3065,공중,The air or  the sky,gongjung
korean_topik_6,k_3066,공해,Environmental pollution,gonghae
korean_topik_6,k_3067,귀찮다,Annoying irksome,gwichanta
korean_topik_6,k_3068,기대다,1) To rely upon or  lean upon 2) lean against,gidaeda
korean_topik_6,k_3069,깨어나다,Return to consciousness,kkaeeonada
korean_topik_6,k_3070,꼽히다,To be elected,kkopida
korean_topik_6,k_3071,대다수,A large majority,daedasoo
korean_topik_6,k_3072,듯싶다,"To be like something, i guess",deusipda
korean_topik_6,k_3073,먹이,Food,meogi
korean_topik_6,k_3074,무,Radish,mu
korean_topik_6,k_3075,무료,Free,murryo
korean_topik_6,k_3076,밉다,Be detestable,mipda
korean_topik_6,k_3077,발레,Ballet,balle
korean_topik_6,k_3078,상징하다,Symbolize,sangjinghada
korean_topik_6,k_3079,실현하다,"To realize,bring to fruition",silhyeonhada
korean_topik_6,k_3080,아깝다,"regrettable,pitiful",akkapda
korean_topik_6,k_3081,안정되다,To be stable,anjeongdoeda
korean_topik_6,k_3082,어리석다,"juvenile,foolish",eoriseokda
korean_topik_6,k_3083,엎드리다,"Prostrate oneself, lie on the ground",eopdeurida
korean_topik_6,k_3084,여럿,"many,many people",yeoreot
korean_topik_6,k_3085,연설,A public speech,yeonseol
korean_topik_6,k_3086,연필,Pencil,yeonpil
korean_topik_6,k_3087,염려,"anxiety,worry",yeomnyeo
korean_topik_6,k_3088,우습다,"To be funny, amusing",useupda
korean_topik_6,k_3089,운전,Driving,unjeon
korean_topik_6,k_3090,익숙하다,To become accustomed to,iksukhada
korean_topik_6,k_3091,일자,"A date, the number of days",ilja
korean_topik_6,k_3092,잔치,"banquet,feast",janchi
korean_topik_6,k_3093,전달되다,To be delivered,jeondal-doeda
korean_topik_6,k_3094,차다,"cold,chilly",cha-da
korean_topik_6,k_3095,치료하다,"To cure, heal, treat a patient",chiryo-hada
korean_topik_6,k_3096,칸,Blank space,kan
korean_topik_6,k_3097,한,"A grudge, rancor",han
korean_topik_6,k_3098,갈수록,As one goes aong,gal-surok
korean_topik_6,k_3099,갖가지,A variety of or  all sorts,gatgaji
korean_topik_6,k_3100,거절하다,Refuse or  reject,geojeol-hada
korean_topik_6,k_3101,관광객,A tourist,gwan-gwanggaek
korean_topik_6,k_3102,구별하다,To distinguish between A and B,gubyeolhada
korean_topik_6,k_3103,국,Soup or  broth,guk
korean_topik_6,k_3104,다행,Good luck,dahaeng
korean_topik_6,k_3105,마무리,"Finish, completion",mamuri
korean_topik_6,k_3106,마주치다,Collide with,majuchida
korean_topik_6,k_3107,막상,"Really, actually",maksang
korean_topik_6,k_3108,몸통,"The trunk,body",momtong
korean_topik_6,k_3109,못,A nail,mot
korean_topik_6,k_3110,묘사하다,To describe,myosahada
korean_topik_6,k_3111,미술관,Fine arts museum,misulgwan
korean_topik_6,k_3112,베다,"Cut, chop",beda
korean_topik_6,k_3113,보장되다,Be secured,bojangdoeda
korean_topik_6,k_3114,볼,Cheek,bol
korean_topik_6,k_3115,부분적,Departmental,bubunjeok
korean_topik_6,k_3116,불고기,Roast meat,bulgogi
korean_topik_6,k_3117,불리다,"soak,steep",bullida
korean_topik_6,k_3118,불행,Unhappiness,bulhaeng
korean_topik_6,k_3119,비명,A scream,bimyeong
korean_topik_6,k_3120,순수,"purity,genuineness",sunsu
korean_topik_6,k_3121,시각,The time of day,sigak
korean_topik_6,k_3122,실질적,"substantial,essential",siljiljeok
korean_topik_6,k_3123,안개,Fog,angae
korean_topik_6,k_3124,여름철,Summertime,yeoreomcheol
korean_topik_6,k_3125,오로지,"Only, solely, exclusively",oroji
korean_topik_6,k_3126,완성하다,"To accomplish, to end successfully",wanseonghada
korean_topik_6,k_3127,이런저런,"This and that, one and another",ireonjeoreon
korean_topik_6,k_3128,임무,"A duty, an office, a task",immu
korean_topik_6,k_3129,자연히,Naturally,jayeonhi
korean_topik_6,k_3130,장난,"A game,playing",jangnan
korean_topik_6,k_3131,저런,"Such a, that sort of",jeoreon
korean_topik_6,k_3132,전용,Exclusive or private use,jeonyong
korean_topik_6,k_3133,지극히,"very,extremely",jigeukhi
korean_topik_6,k_3134,청하다,"ask,request",cheonghada
korean_topik_6,k_3135,확정,"decision,settlement",hwakjeong
korean_topik_6,k_3136,가상,Imagination,gasang
korean_topik_6,k_3137,각자,Each one or  every one,gakja
korean_topik_6,k_3138,간혹,Occasionally or at times,ganhok
korean_topik_6,k_3139,개방하다,To open or  to throw open,gaebanghada
korean_topik_6,k_3140,관계되다,Be affected or  influenced by,gwangyedoeda
korean_topik_6,k_3141,국산,A country’s product,guksan
korean_topik_6,k_3142,그해,That year,geuhae
korean_topik_6,k_3143,꺼지다,To go or die out,kkeojida
korean_topik_6,k_3144,꼭대기,The top,kkokdaegi
korean_topik_6,k_3145,끊어지다,To break off or  expire or  be done with,kkeunneojida
korean_topik_6,k_3146,도,Road,do
korean_topik_6,k_3147,마이크,Mike,maikeu
korean_topik_6,k_3148,메우다,"To carry,attach;put on",me'uda
korean_topik_6,k_3149,면적,"area,dimensions",myeonjeok
korean_topik_6,k_3150,목욕,A bath,mogyok
korean_topik_6,k_3151,반성,Reflection,banseong
korean_topik_6,k_3152,벌떡,"Suddenly, abruptly",beoltteok
korean_topik_6,k_3153,보상,Compensation,bosang
korean_topik_6,k_3154,분리되다,To be segregated,bullidoeda
korean_topik_6,k_3155,빚,Debt,bit
korean_topik_6,k_3156,새기다,"To sculpt,engrave",saegida
korean_topik_6,k_3157,서민,Common people,seomin
korean_topik_6,k_3158,석,"A seat,sitting place",seok
korean_topik_6,k_3159,선정하다,"select,choose",seonjeonghada
korean_topik_6,k_3160,세다,Count,seda
korean_topik_6,k_3161,소수,"A small number, a few",sosu
korean_topik_6,k_3162,쇼,Show,syo
korean_topik_6,k_3163,수학,Mathematics,suhak
korean_topik_6,k_3164,시어머니,one’s husband’s mother,simeo-meoni
korean_topik_6,k_3165,시집,one’s husband’s home/family,sijip
korean_topik_6,k_3166,연간,For a year,yeongan
korean_topik_6,k_3167,영화제,Movie festival,yeonghwaje
korean_topik_6,k_3168,예측하다,"To predict, forecast",yechukhada
korean_topik_6,k_3169,용도,"use,service",yongdo
korean_topik_6,k_3170,의심,A doubt,uisim
korean_topik_6,k_3171,이동하다,"To move,migrate,travel",idonghada
korean_topik_6,k_3172,자극하다,To stimulate,jageukhada
korean_topik_6,k_3173,재빨리,"quickly,rapidly",jaeppalli
korean_topik_6,k_3174,적합하다,"suitability,fitness",jeokhapada
korean_topik_6,k_3175,전화번호,Telephone number,jeonhwabeonho
korean_topik_6,k_3176,조절하다,"To regulate,tune",jojeolhada
korean_topik_6,k_3177,조정,"regulation,control,coordination",jojeong
korean_topik_6,k_3178,중얼거리다,Mutter to oneself,jung'eolgeorida
korean_topik_6,k_3179,지급하다,"To pay,allow,furnish sth",jigeupada
korean_topik_6,k_3180,확장,"expansion, enlargement",hwakjang
korean_topik_6,k_3181,힘차다,"Be forcible,powerful",himchada
korean_topik_6,k_3182,건조,Dryness or  aridity,geonjo
korean_topik_6,k_3183,고요하다,Be quiet or  silent or  still,goyohada
korean_topik_6,k_3184,그대,You or  thou,geudae
korean_topik_6,k_3185,그립다,Beloved or  sweet or  affectionate,geuripda
korean_topik_6,k_3186,긋다,1) draw or  mark   2) strike,geutda
korean_topik_6,k_3187,기둥,A pillar,gidung
korean_topik_6,k_3188,긴장하다,To become tense,ginjanghada
korean_topik_6,k_3189,날카롭다,Sharp,nalkaropda
korean_topik_6,k_3190,논하다,"Argue, discuss,debate",nonhada
korean_topik_6,k_3191,느리다,"Be slow, tardy",neurida
korean_topik_6,k_3192,도덕,Immorality,dodeok
korean_topik_6,k_3193,뒷모습,The features of the back side,dwitmoseup
korean_topik_6,k_3194,만,10000,man
korean_topik_6,k_3195,만만하다,"Be soft, tender ; to be easy to handle, deal with",manmanhada
korean_topik_6,k_3196,못되다,To go wrong,motdoeda
korean_topik_6,k_3197,보고하다,Report to a person,bogohada
korean_topik_6,k_3198,사무소,Office,samuso
korean_topik_6,k_3199,사촌,a cousin,sachon
korean_topik_6,k_3200,상,A prize,sang
korean_topik_6,k_3201,상인,"merchant,trader",sangin
korean_topik_6,k_3202,선언하다,"declare,proclaim,announce",seoneonhada
korean_topik_6,k_3203,소원,one’s desire,sowon
korean_topik_6,k_3204,수입하다,To import,suiphada
korean_topik_6,k_3205,식다,"To get cold, cool off",sikda
korean_topik_6,k_3206,엿보다,Wait for an opportunity,yeotboda
korean_topik_6,k_3207,완성되다,To be accomplished,wanseongdoeda
korean_topik_6,k_3208,유적,"Remains, relics,ruins",yujeok
korean_topik_6,k_3209,일생,one’s lifetime,ilsaeng
korean_topik_6,k_3210,입히다,"Clothe, dress",iphida
korean_topik_6,k_3211,잡아먹다,Slaughter and eat,jabameokda
korean_topik_6,k_3212,정보화,Change to an information orientation,jeongbohwa
korean_topik_6,k_3213,종종,A variety of things,jongjong
korean_topik_6,k_3214,지갑,"A purse,wallet",jigap
korean_topik_6,k_3215,차다,"Put on, fasten,wear",chada
korean_topik_6,k_3216,창작,"Creation, origination",changjak
korean_topik_6,k_3217,축소,"Reduction, a cutback",chukso
korean_topik_6,k_3218,취향,"Taste, liking, one’s inclinations",chwihyang
korean_topik_6,k_3219,친절하다,"To be kind, to be nice",chinjeolhada
korean_topik_6,k_3220,카운터,"Counter, where you pay",kaunteo
korean_topik_6,k_3221,탄생하다,To be born,tansaenghada
korean_topik_6,k_3222,하숙집,"Dormitory, boarding house",hasukjip
korean_topik_6,k_3223,학급,A class (school),hakgeup
korean_topik_6,k_3224,해군,The navy,haegun
korean_topik_6,k_3225,효율적,"The utility factor, efficiency",hyoyuljeok
korean_topik_6,k_3226,가슴속,one’s heart feelings,gaseumsok
korean_topik_6,k_3227,간,A salty taste or  saltiness,gan
korean_topik_6,k_3228,간판,A signboard,ganpan
korean_topik_6,k_3229,건드리다,1) touch or  jog  2) irritate or  vex,geondeurida
korean_topik_6,k_3230,관리하다,To manage or  control or  supervise or  manage,gwallihada
korean_topik_6,k_3231,괴로움,Trouble or  annoyance or  distress,goeroum
korean_topik_6,k_3232,근거하다,To base sth on sth,geungeuhada
korean_topik_6,k_3233,금액,Amount ofmoney,geumaek
korean_topik_6,k_3234,다행히,Fortunately,dahaenghi
korean_topik_6,k_3235,달래다,Calm down,dallaeda
korean_topik_6,k_3236,말리다,Make stop,mallida
korean_topik_6,k_3237,맘,Heart,mam
korean_topik_6,k_3238,먹다,"VST + 먹다 , adds no meaning",meokda
korean_topik_6,k_3239,명절,Festival days,myeongjeol
korean_topik_6,k_3240,못하다,"Be inferior, worse than",mothada
korean_topik_6,k_3241,바이올린,Violin,baiollin
korean_topik_6,k_3242,밝혀내다,To find out,balkhyeonaeda
korean_topik_6,k_3243,부서지다,"Break, be broken",buseojida
korean_topik_6,k_3244,비행,"Flying, aviation",bihaeng
korean_topik_6,k_3245,상관없다,To not be of concern,sanggwan'eopda
korean_topik_6,k_3246,성립하다,"To exist, to come into being",seongnipada
korean_topik_6,k_3247,수명,Life span,sumyeong
korean_topik_6,k_3248,시즌,Season,sijeun
korean_topik_6,k_3249,신기하다,"To be marvelous,astounding",singihada
korean_topik_6,k_3250,업다,"To carry on one’s back, to shoulder sth",eopda
korean_topik_6,k_3251,예감,"A presentiment, a premonition",yegam
korean_topik_6,k_3252,음식물,Anything to eat or drink,eumsingmul
korean_topik_6,k_3253,자신감,Self-confidence,jasingam
korean_topik_6,k_3254,죄인,A criminal,joein
korean_topik_6,k_3255,주의하다,Pay attention to,juuihada
korean_topik_6,k_3256,준비물,Stuff that needs to be prepared,junbimul
korean_topik_6,k_3257,천,"Cloth, woven stuff",cheon
korean_topik_6,k_3258,출입,Coming and going,churip
korean_topik_6,k_3259,쾌감,"A pleasant sensation, a good feeling",kwaegam
korean_topik_6,k_3260,탄생,Birth,tangsaeng
korean_topik_6,k_3261,튀다,"Spring, bound, jump",twida
korean_topik_6,k_3262,하필,Why necessarily? Why of all things?,hapil
korean_topik_6,k_3263,활용,Practical use,hwaryong
korean_topik_6,k_3264,회색,Gray,hoesaek
korean_topik_6,k_3265,거액,A large sum of money,geoaek
korean_topik_6,k_3266,고교,High school,gogyo
korean_topik_6,k_3267,고집하다,To be stubborn or  persistent,gojiphada
korean_topik_6,k_3268,곧잘,1) fairly or  pretty well 2) frequently or  too often,gotjal
korean_topik_6,k_3269,골짜기,A valley or  gorge,goljjagi
korean_topik_6,k_3270,교훈,Edification or  giving instructions to,gyohun
korean_topik_6,k_3271,구르다,Roll over,gureuda
korean_topik_6,k_3272,글씨,1) Handwriting 2) a letter or  an ideograph or  a character,geulssi
korean_topik_6,k_3273,노래방,Singing room,noraebang
korean_topik_6,k_3274,단편,"A piece, fragment",danpyeon
korean_topik_6,k_3275,대처하다,"Disposal, treatment",daecheohada
korean_topik_6,k_3276,매다,Tie,maeda
korean_topik_6,k_3277,머리카락,Headhair,meorikarak
korean_topik_6,k_3278,명확하다,"clear,precise",myeonghwakhada
korean_topik_6,k_3279,발걸음,"Gait, step",balgeoreum
korean_topik_6,k_3280,발길,"A kick; walking pace, steps",balgil
korean_topik_6,k_3281,벌레,A bug,beolle
korean_topik_6,k_3282,빼앗기다,A thing be taken away,ppaeatgida
korean_topik_6,k_3283,생산자,A producer,saengsanja
korean_topik_6,k_3284,선진,"seniority,advance",seonjin
korean_topik_6,k_3285,성인,An adult,seongin
korean_topik_6,k_3286,소매,1)a sleeve 2) a retail sale,somae
korean_topik_6,k_3287,시멘트,Cement,simenteu
korean_topik_6,k_3288,신규,"A new regulation, a new project, sth new on a big scale ; work being done anew",singyu
korean_topik_6,k_3289,신청하다,To apply (for),sincheonghada
korean_topik_6,k_3290,실은,"In reality, to tell the truth",sireun
korean_topik_6,k_3291,심판,"referencing,umpireship",simpan
korean_topik_6,k_3292,안기다,to be embraced by sb (in their arms),angida
korean_topik_6,k_3293,양심,Conscience,yangsim
korean_topik_6,k_3294,이사장,A director,i-sajang
korean_topik_6,k_3295,이자,Interest,ija
korean_topik_6,k_3296,익숙해지다,To become accustomed to,iksukhaejida
korean_topik_6,k_3297,자세하다,Be detailed,jasehada
korean_topik_6,k_3298,저거,That thing over there,jeogeo
korean_topik_6,k_3299,저축,"savings,saving",jeochuk
korean_topik_6,k_3300,제비,A swallow,jebi
korean_topik_6,k_3301,제안,"A proposal,suggestion",jean
korean_topik_6,k_3302,제안하다,"To propose,make a suggestion",jeanhada
korean_topik_6,k_3303,증세,"Symptoms, a patient’s condition",jeungse
korean_topik_6,k_3304,지난날,"Old days, old times",jinan nal
korean_topik_6,k_3305,진급,Promotion,jingeu p
korean_topik_6,k_3306,콩나물,Bean soup,kongnamul
korean_topik_6,k_3307,튀어나오다,"Jump out, spring out",twieonaoda
korean_topik_6,k_3308,표준,"A standard, norm, criteria",pyojun
korean_topik_6,k_3309,항구,"A port, a harbor",hanggu
korean_topik_6,k_3310,허용,"Permission, allowance",heoyong
korean_topik_6,k_3311,헬기,Helicopter,helgi
korean_topik_6,k_3312,간신히,Narrowly or  barely. 겨우,gansinhi
korean_topik_6,k_3313,갈아입다,Change one’s clothes,garaipda
korean_topik_6,k_3314,감다,Wind up,gamda
korean_topik_6,k_3315,같이하다,To do together or  to share,gachihada
korean_topik_6,k_3316,거짓,Fabrication or  fiction,geojit
korean_topik_6,k_3317,거품,Bubble,geopum
korean_topik_6,k_3318,걸어오다,Come on foot or  walk,georeo-oda
korean_topik_6,k_3319,공군,The air force,gonggun
korean_topik_6,k_3320,기술자,Technician,gisulja
korean_topik_6,k_3321,나물,"Herbs, wild greens",namul
korean_topik_6,k_3322,년생80,Year of birth,nyeonsaeng 80
korean_topik_6,k_3323,달리기,"A run, a spin",dalligi
korean_topik_6,k_3324,대도시,Large city,daedosi
korean_topik_6,k_3325,도둑,"A thief, a burglar",doduk
korean_topik_6,k_3326,도전,"Challenge, defiance",dojeon
korean_topik_6,k_3327,면,Subdivision of a county,myeon
korean_topik_6,k_3328,모자,A hat,moja
korean_topik_6,k_3329,보조,"assistance,aid",bojo
korean_topik_6,k_3330,불리하다,"to be disadvantageous,unfavorable to/for",bullihada
korean_topik_6,k_3331,불편,Inconvenience,bulpyeon
korean_topik_6,k_3332,비비다,"rub,chafe",bibida
korean_topik_6,k_3333,사과,An apology,sagwa
korean_topik_6,k_3334,살아나다,"revive,be brought back to life",saranada
korean_topik_6,k_3335,소파,Sofa,sopa
korean_topik_6,k_3336,속이다,"deceive,cheat",sogida
korean_topik_6,k_3337,수면,"sleep,slumber",sumyeon
korean_topik_6,k_3338,수천,Thousands,sucheon
korean_topik_6,k_3339,스무,20,seumu
korean_topik_6,k_3340,승부,"A contest,match",seungbu
korean_topik_6,k_3341,시기,"The time, the season",sigi
korean_topik_6,k_3342,신념,"belief,faith",sinnyeom
korean_topik_6,k_3343,신입생,A new student,sinipsaeng
korean_topik_6,k_3344,어린아이,"A youngster, a child",eorinai
korean_topik_6,k_3345,어쩐지,"(1) somehow, in a strange way ; (2) in combination with an ending giving a reason to place stress on the action of the verb",eojjeonji
korean_topik_6,k_3346,여간,"Some, a little (여간 ~지 않다  means very very ~다)",yeogan
korean_topik_6,k_3347,역,A railroad station/depot,yeok
korean_topik_6,k_3348,연락하다,"To contact, get in touch with",yeollakada
korean_topik_6,k_3349,영향력,"Influence, power to influence",yeonghyangnyeok
korean_topik_6,k_3350,예의,"Courtesy, politeness",yeui
korean_topik_6,k_3351,이내,"within,less than",inae
korean_topik_6,k_3352,이리저리,"This way and that, here and there",irireo
korean_topik_6,k_3353,인간적,Personal,inganjeok
korean_topik_6,k_3354,인사하다,"To greet, say hello",insahada
korean_topik_6,k_3355,임금,"A king, ruler,sovereign",imgeum
korean_topik_6,k_3356,잘나다,"To be handsome,excellent",jallada
korean_topik_6,k_3357,재능,"talent,ability",jaeneung
korean_topik_6,k_3358,지불하다,To pay,jibulhada
korean_topik_6,k_3359,파출소,"Small, local police box",parchulso
korean_topik_6,k_3360,판,Board,pan
korean_topik_6,k_3361,한문,"Chinese writing, chinese classics",hanmun
korean_topik_6,k_3362,건네주다,To pass over or  to put on the other side (of a river),geonne-juda
korean_topik_6,k_3363,결승,The decision of the final round of a contest,gyeolsseung
korean_topik_6,k_3364,공공,The public or  the common,gonggong
korean_topik_6,k_3365,교양,Culture or  education,gyoyang
korean_topik_6,k_3366,국왕,A king or  a monarch,gukwang
korean_topik_6,k_3367,규칙적,Be regular or  systematic,gyuchikjeok
korean_topik_6,k_3368,극복,Conquest or  subjugation,geukbok
korean_topik_6,k_3369,글쎄요,Now or  well or  let me see,geulsseyo
korean_topik_6,k_3370,내려지다,To become lower,naeryeojida
korean_topik_6,k_3371,냉동,Refrigeration,naengdong
korean_topik_6,k_3372,녹다,To melt,nokda
korean_topik_6,k_3373,대개,"Mostly, for the most part",daegae
korean_topik_6,k_3374,배추,Chinese cabbage,baechu
korean_topik_6,k_3375,센터,Center,sento
korean_topik_6,k_3376,수염,Beard,suyeom
korean_topik_6,k_3377,수집하다,To collect,sujiphada
korean_topik_6,k_3378,승객,Passenger,seunggack
korean_topik_6,k_3379,싱싱하다,"Be fresh, full of life",singsinghada
korean_topik_6,k_3380,아아,Oh-oh!,aa
korean_topik_6,k_3381,어리다,one’s eyes dim with tears,eorida
korean_topik_6,k_3382,여권,A passport,yeogwon
korean_topik_6,k_3383,열쇠,Lock,yeolsoe
korean_topik_6,k_3384,오렌지,Orange,orenji
korean_topik_6,k_3385,외모,Outward appearance,oemo
korean_topik_6,k_3386,인공,"Art, human skill",ingong
korean_topik_6,k_3387,잠자리,Bed,jamjari
korean_topik_6,k_3388,장남,The eldest son,jangnam
korean_topik_6,k_3389,저마다,"Each one, everyone",jeomada
korean_topik_6,k_3390,전국적,National,jeongukjeok
korean_topik_6,k_3391,전반,"The whole, all, general",jeonban
korean_topik_6,k_3392,제자리,The proper/original place,jejari
korean_topik_6,k_3393,지루하다,Be tedious,jiruhada
korean_topik_6,k_3394,척,A few ships (vessels),cheok
korean_topik_6,k_3395,포도주,Grape wine,podoju
korean_topik_6,k_3396,학술,"Science, learning, scolarship",haksul
korean_topik_6,k_3397,혈액,Blood,hyeoraek
korean_topik_6,k_3398,화살,An arrow,hwasal
korean_topik_6,k_3399,화재,"A fire, a blaze",hwaje
korean_topik_6,k_3400,가르다,1) split or  divide 2) distribute or  share  3) distinguish or  separate,gareuda
korean_topik_6,k_3401,각각,Each and every,gakgak
korean_topik_6,k_3402,간격,A space or  interval,gangyeok
korean_topik_6,k_3403,고함,A shout or  yell,goham
korean_topik_6,k_3404,공격하다,To attack,gonggyeokhada
korean_topik_6,k_3405,그놈,That person or  that guy,geunom
korean_topik_6,k_3406,기록되다,To be recorded or written down,girokdoeda
korean_topik_6,k_3407,끝없다,Endless or  unfathomable,kkeuteopda
korean_topik_6,k_3408,끼어들다,Interrupt,kkieodeulda
korean_topik_6,k_3409,노선,Route,noseon
korean_topik_6,k_3410,답,Answer,dap
korean_topik_6,k_3411,대사,"Speech, dialogue",daesa
korean_topik_6,k_3412,도망치다,To make an escape,domangchida
korean_topik_6,k_3413,독서,Reading,dokseo
korean_topik_6,k_3414,땅속,In the soil,ttangsok
korean_topik_6,k_3415,벌금,A fine,beolgeum
korean_topik_6,k_3416,복,"luck,happiness",bok
korean_topik_6,k_3417,봉사,"service,attendance",bongsa
korean_topik_6,k_3418,부서,"one’s post,duty",buseo
korean_topik_6,k_3419,성,"castle,fortress",seong
korean_topik_6,k_3420,소형,Small size,soyeong
korean_topik_6,k_3421,신인,A new man,sinin
korean_topik_6,k_3422,악몽,Nightmare,akmong
korean_topik_6,k_3423,안내,"Guidance, conducting",annae
korean_topik_6,k_3424,앞뒤,Before and behind,apdwi
korean_topik_6,k_3425,언덕,A hill,eondeok
korean_topik_6,k_3426,열정,Passion,yeoljeong
korean_topik_6,k_3427,오페라,An opera,opera
korean_topik_6,k_3428,입맛,"Appetite, taste, palate",ipmat
